index;batch;product;date;month;quarter;year;year_quarter;api_reference;api_water;api_impurities;api_content;api_d10;api_d50;api_d90;lactose_water;smcc_water;smcc_d10;smcc_d50;smcc_d90;starch_water;SREL;compforce_mean;compforce_std;tensile_strengh;thickness;mass;hardness;yield;dissolution;impurities
337;B337;Product 2;18/07/2019;7;Q3;2019;2019-Q3;Ref_3;1.95;0.29;93.9;3.91;49.58;179.96;0.0498;4.307;31.172;117.669;259.669;2.803;5.101365601;3.678115817;0.178905474;1.737116387;3.3;112;54;99.148;91.17;0.05
338;B338;Product 2;19/07/2019;7;Q3;2019;2019-Q3;Ref_3;2.37;0.3;93.4;3.51;40.87;147.02;0.0498;4.307;31.172;117.669;259.669;2.803;5.180451389;3.556458333;0.057165418;1.801454031;3.3;111.5;56;99.1;93.67;0.06
339;B339;Product 2;19/07/2019;7;Q3;2019;2019-Q3;Ref_3;2.37;0.3;93.4;3.51;40.87;147.02;0.0498;4.307;31.172;117.669;259.669;2.803;4.526096718;4.598237733;0.769561109;1.865791675;3.2;112;58;99.1;91.17;0.05
340;B340;Product 2;20/07/2019;7;Q3;2019;2019-Q3;Ref_3;2.37;0.3;93.4;3.51;40.87;147.02;0.0498;4.307;31.172;117.669;259.669;2.803;4.24298985;4.762360227;0.050843568;1.957271762;3.2;112.5;59;99.621;90.33;0.05
341;B341;Product 2;21/07/2019;7;Q3;2019;2019-Q3;Ref_3;2.37;0.3;93.4;3.51;40.87;147.02;0.0498;4.307;31.172;117.669;259.669;2.803;4.505753283;3.760297167;0.051813974;1.544103455;3.3;112.5;48;99.527;87.83;0.05
342;B342;Product 2;24/07/2019;7;Q3;2019;2019-Q3;Ref_3;2.26;0.28;93.6;3.88;45.7;162.13;0.0498;4.307;31.172;117.669;259.669;2.803;4.431711119;3.761465189;0.051642022;1.576272277;3.3;113;49;99.384;89.83;0.05
343;B343;Product 2;25/07/2019;7;Q3;2019;2019-Q3;Ref_3;2.26;0.28;93.6;3.88;45.7;162.13;0.0498;4.307;31.172;117.669;259.669;2.803;4.389023546;4.455747922;0.050776088;1.833622853;3.3;112.5;57;99.432;92.33;0.05
333;B333;Product 2;26/07/2019;7;Q3;2019;2019-Q3;Ref_5;1.16;0.18;94.9;1.66;38.31;175.139;0.0498;4.307;31.172;117.669;259.669;2.803;4.658871685;8.756425774;0.563034492;1.674591071;2.9;112;56;98.201;90;0.23
334;B334;Product 2;26/07/2019;7;Q3;2019;2019-Q3;Ref_5;1.16;0.18;94.9;1.66;38.31;175.139;0.0498;4.307;31.172;117.669;259.669;2.803;4.231647583;8.329705648;0.309931091;1.455868972;3;114.5;48;96.922;88.5;0.24
344;B344;Product 3;27/07/2019;7;Q3;2019;2019-Q3;Ref_5;1.74;0.2;94.3;1.48;31.3;173.272;0.0498;4.307;31.172;117.669;259.669;2.803;2.524153901;8.560491628;0.10022875;0.897355135;3.9;225.5;50;98.816;85.5;0.24
345;B345;Product 3;28/07/2019;7;Q3;2019;2019-Q3;Ref_5;1.74;0.2;94.3;1.48;31.3;173.272;0.0498;4.307;31.172;117.669;259.669;2.803;2.658821441;8.75885694;0.108222859;0.871032718;3.9;226.5;48;99.337;85.67;0.25
346;B346;Product 3;28/07/2019;7;Q3;2019;2019-Q3;Ref_5;1.74;0.2;94.3;1.48;31.3;173.272;0.0498;4.307;31.172;117.669;259.669;2.803;2.798718861;9.059288256;0.114213419;0.889179233;3.9;226;49;99.384;83.5;0.23
347;B347;Product 4;02/08/2019;8;Q3;2019;2019-Q3;Ref_3;2.31;0.31;93.5;4.11;47.98;167.8;0.0498;4.307;31.172;117.669;259.669;2.803;4.563898541;10.16035589;0.145079468;1.144488122;5.4;454;98;99.194;87.67;0.05
348;B348;Product 4;05/08/2019;8;Q3;2019;2019-Q3;Ref_3;2.31;0.31;93.5;4.11;47.98;167.8;0.0498;4.307;31.172;117.669;259.669;2.803;5.023837552;9.458868628;0.121395532;1.014390186;5.3;454.5;86;99.194;88.17;0.05
349;B349;Product 4;09/08/2019;8;Q3;2019;2019-Q3;Ref_3;2.34;0.28;93.5;3.15;39.09;137.74;0.06;4.307;31.172;117.669;259.669;2.803;1.417603696;9.874083634;0.596317557;1.118487044;5.2;454.5;94;96.653;88.83;0.05
350;B350;Product 4;09/08/2019;8;Q3;2019;2019-Q3;Ref_3;2.34;0.28;93.5;3.15;39.09;137.74;0.06;4.307;31.172;117.669;259.669;2.803;5.001375457;9.763533123;0.139064005;1.097774321;5.3;450.5;94;97.107;83.67;0.05
351;B351;Product 4;12/08/2019;8;Q3;2019;2019-Q3;Ref_3;1.71;0.38;94;3.68;52.63;195.08;0.06;4.307;31.172;117.669;259.669;2.803;4.457807953;9.457908903;0.106792386;1.023296657;5.3;453.5;86;99.05;85.08;0.05
354;B354;Product 3;16/08/2019;8;Q3;2019;2019-Q3;Ref_1;1.85;0.05;94.4;2.6;57.38;191.534;0.06;4.307;31.172;117.669;259.669;2.803;4.746333105;5.875779291;0.256166025;0.990368184;4.1;224;51;98.39;86.83;0.05
355;B355;Product 2;17/08/2019;8;Q3;2019;2019-Q3;Ref_5;0.9;0.2;95.1;1.28;11.62;79.145;0.06;4.307;31.172;117.669;259.669;3.517;5.292900964;8.35169442;0.091585614;1.608597334;2.8;113.5;52;97.68;90.33;0.23
356;B356;Product 2;17/08/2019;8;Q3;2019;2019-Q3;Ref_5;0.9;0.2;95.1;1.28;11.62;79.145;0.06;4.307;31.172;117.669;259.669;3.517;4.598829725;8.535561732;0.129940025;1.60752199;2.9;113.5;53;97.443;93;0.25
357;B357;Product 2;17/08/2019;8;Q3;2019;2019-Q3;Ref_5;0.9;0.2;95.1;1.28;11.62;79.145;0.06;4.307;31.172;117.669;259.669;3.517;4.735852601;9.394839549;0.937295746;1.694330269;2.8;113.5;54;98.532;93;0.23
358;B358;Product 3;18/08/2019;8;Q3;2019;2019-Q3;Ref_5;1.29;0.18;94.8;1.35;19.1;116.546;0.06;4.307;31.172;117.669;259.669;3.517;3.205731795;8.36186013;0.138750284;0.915302238;3.9;225.5;51;97.964;87.5;0.22
359;B359;Product 3;18/08/2019;8;Q3;2019;2019-Q3;Ref_5;1.29;0.18;94.8;1.35;19.1;116.546;0.06;4.307;31.172;117.669;259.669;3.517;3.256256684;8.258003565;0.137057965;0.933249341;3.9;226.5;52;99.337;84.83;0.22
360;B360;Product 3;19/08/2019;8;Q3;2019;2019-Q3;Ref_5;1.29;0.18;94.8;1.35;19.1;116.546;0.06;4.307;31.172;117.669;259.669;3.517;3.446782794;8.719729826;0.730443218;0.915302238;3.9;225.5;51;98.106;89.5;0.22
361;B361;Product 3;19/08/2019;8;Q3;2019;2019-Q3;Ref_5;1.29;0.18;94.8;1.35;19.1;116.546;0.06;4.307;31.172;117.669;259.669;3.94;3.462223016;8.860328806;0.133429901;0.933249341;3.9;224.5;52;98.674;86.17;0.18
362;B362;Product 3;19/08/2019;8;Q3;2019;2019-Q3;Ref_5;1.58;0.17;94.5;1.29;15.68;93.988;0.06;4.307;31.172;117.669;259.669;3.94;3.357065414;8.159848211;0.147734319;0.897355135;3.9;225;50;97.301;86;0.21
363;B363;Product 3;20/08/2019;8;Q3;2019;2019-Q3;Ref_5;1.58;0.17;94.5;1.29;15.68;93.988;0.06;4.307;31.172;117.669;259.669;3.94;3.328093883;8.160846373;0.150888729;0.879408033;3.9;225;49;98.911;87.67;0.21
368;B368;Product 2;24/08/2019;8;Q3;2019;2019-Q3;Ref_2;0.53;0.1;95.6;0;11.87;124.681;0.06;4.307;31.172;117.669;259.669;3.517;3.6073879;5.709571286;0.617124664;1.554977423;3;114.5;52;97.765;87.83;0.11
369;B369;Product 2;25/08/2019;8;Q3;2019;2019-Q3;Ref_2;0.53;0.1;95.6;0;11.87;124.681;0.06;4.307;31.172;117.669;259.669;3.517;4.285403112;5.255106082;0.063596495;1.631577296;2.9;113.5;52;99.167;87.5;0.1
366;B366;Product 3;25/08/2019;8;Q3;2019;2019-Q3;Ref_2;0.53;0.1;95.6;0;11.87;124.681;0.06;4.307;31.172;117.669;259.669;3.517;3.386990508;6.639290701;0.381375707;1.022984854;3.9;224.5;57;98.75;85.83;0.06
367;B367;Product 4;26/08/2019;8;Q3;2019;2019-Q3;Ref_2;1.47;0.13;94.7;0;24.12;133.656;0.06;4.307;31.172;117.669;259.669;3.517;4.081291519;12.86550286;0.148148226;0.965714972;5.2;452.5;90;97.727;84.33;0.08
370;B370;Product 3;01/09/2019;9;Q3;2019;2019-Q3;Ref_3;1.71;0.36;94;3.68;52.63;195.08;0.06;4.307;31.172;117.669;259.669;3.94;4.885784832;7.672528249;0.248473046;1.120547299;4;225;57;96.686;89.33;0.05
371;B371;Product 3;01/09/2019;9;Q3;2019;2019-Q3;Ref_3;1.71;0.36;94;3.68;52.63;195.08;0.06;4.307;31.172;117.669;259.669;3.94;6.180098453;7.655801688;0.113143104;1.140206023;4;226;58;98.532;90.33;0.05
372;B372;Product 3;01/09/2019;9;Q3;2019;2019-Q3;Ref_3;1.71;0.36;94;3.68;52.63;195.08;0.06;4.307;31.172;117.669;259.669;3.94;6.094586995;6.557067511;0.098006767;0.943618778;4;228;48;98.627;88.17;0.05
373;B373;Product 3;02/09/2019;9;Q3;2019;2019-Q3;Ref_3;1.28;0.36;94.4;3.03;41.12;162.48;0.06;4.307;31.172;117.669;259.669;3.94;6.180241649;6.458514042;0.10174262;0.963277503;4;227.5;49;97.633;89.17;0.05
374;B374;Product 3;03/09/2019;9;Q3;2019;2019-Q3;Ref_3;1.28;0.4;94.4;3.03;41.12;162.48;0.06;4.307;31.172;117.669;259.669;3.94;6.164640112;6.371688221;0.124325798;0.982936227;4;227;50;97.585;85.5;0.05
375;B375;Product 3;03/09/2019;9;Q3;2019;2019-Q3;Ref_3;1.28;0.4;94.4;3.03;41.12;162.48;0.06;4.307;31.172;117.669;259.669;3.94;4.169582993;5.902454322;0.488648534;0.99732066;4;227.5;52;95.975;85.83;0.05
376;B376;Product 3;04/09/2019;9;Q3;2019;2019-Q3;Ref_3;1.28;0.4;94.4;3.03;41.12;162.48;0.06;4.307;31.172;117.669;259.669;3.94;3.783105981;5.862539349;0.051303193;0.99732066;4;225.5;52;98.864;87.5;0.05
377;B377;Product 3;04/09/2019;9;Q3;2019;2019-Q3;Ref_3;1.28;0.35;94.4;3.03;41.12;162.48;0.06;4.307;31.172;117.669;259.669;3.517;3.816149395;5.860783798;0.05196194;1.041912401;4;226.5;53;99.006;85.83;0.05
378;B378;Product 3;04/09/2019;9;Q3;2019;2019-Q3;Ref_3;1.6;0.35;94.1;3.28;44.78;181.9;0.06;4.307;31.172;117.669;259.669;3.517;3.566997908;5.661208475;0.054607723;0.978141416;4.1;226;51;99.384;85;0.05
379;B379;Product 3;05/09/2019;9;Q3;2019;2019-Q3;Ref_3;1.6;0.18;94.1;3.28;44.78;181.9;0.06;4.307;31.172;117.669;259.669;3.517;3.803215686;5.559424837;0.053347009;0.943618778;4;225.5;48;99.242;89.5;0.05
380;B380;Product 3;05/09/2019;9;Q3;2019;2019-Q3;Ref_3;1.6;0.18;94.1;3.28;44.78;181.9;0.06;4.307;31.172;117.669;259.669;3.517;3.772439916;5.859117032;0.052658152;1.022253676;4;225.5;52;99.384;89.17;0.05
381;B381;Product 3;06/09/2019;9;Q3;2019;2019-Q3;Ref_3;1.15;0.18;94.5;3.96;56.21;218.36;0.06;4.307;31.172;117.669;259.669;3.517;3.655011839;5.560510392;0.05468236;0.920603686;4.1;226;48;99.1;89;0.05
382;B382;Product 3;07/09/2019;9;Q3;2019;2019-Q3;Ref_3;1.15;0.18;94.5;3.96;56.21;218.36;0.06;4.307;31.172;117.669;259.669;3.517;3.631068722;5.859655082;0.053008656;0.9709492;4.1;226.5;50;99.669;90.83;0.05
383;B383;Product 2;07/09/2019;9;Q3;2019;2019-Q3;Ref_5;1.58;0.17;94.5;1.29;15.68;93.988;0.06;4.307;31.172;117.669;259.669;3.517;3.914229672;4.560024973;0.064380111;1.474119981;3.3;112.5;48;98.153;91.83;0.27
384;B384;Product 2;07/09/2019;9;Q3;2019;2019-Q3;Ref_5;1.77;0.17;94.3;1.61;29.3;132.342;0.06;4.307;31.172;117.669;259.669;3.517;3.933315508;4.703583526;0.491151732;1.561134008;3.3;114.5;50;98.864;88.5;0.27
385;B385;Product 2;08/09/2019;9;Q3;2019;2019-Q3;Ref_5;1.77;0.17;94.3;1.61;29.3;132.342;0.06;4.307;31.172;117.669;259.669;3.517;3.821570718;4.356432125;0.061289324;1.504830814;3.3;113.5;49;99.432;89.83;0.21
386;B386;Product 2;08/09/2019;9;Q3;2019;2019-Q3;Ref_5;1.77;0.17;94.3;1.61;29.3;132.342;0.06;4.307;31.172;117.669;259.669;3.517;3.742082891;4.25524265;0.063217282;1.392224427;3.3;112.5;44;99.384;88.83;0.22
387;B387;Product 2;09/09/2019;9;Q3;2019;2019-Q3;Ref_5;1.77;0.17;94.3;1.61;29.3;132.342;0.06;4.307;31.172;117.669;259.669;3.517;3.744807281;4.954496788;0.066712776;1.582073212;3.3;115;50;99.432;89.5;0.21
388;B388;Product 2;09/09/2019;9;Q3;2019;2019-Q3;Ref_5;1.77;0.17;94.3;1.61;29.3;132.342;0.06;4.307;31.172;117.669;259.669;3.517;3.816956985;5.053999289;0.068579253;1.56625248;3.3;114;51;99.621;88.33;0.21
389;B389;Product 2;09/09/2019;9;Q3;2019;2019-Q3;Ref_5;1.77;0.17;94.3;1.61;29.3;132.342;0.06;4.307;31.172;117.669;259.669;3.517;3.695938996;4.15674765;0.061610109;1.342575247;3.3;114.5;43;99.574;91;0.28
392;B392;Product 3;10/09/2019;9;Q3;2019;2019-Q3;Ref_5;1.61;0.16;94.5;1.22;18.4;142.207;0.06;4.307;31.172;117.669;259.669;3.517;5.477911504;5.456090652;0.135531701;1.05485839;4.1;227.5;55;97.964;88.33;0.2
393;B393;Product 3;10/09/2019;9;Q3;2019;2019-Q3;Ref_5;1.61;0.16;94.5;1.22;18.4;142.207;0.06;4.307;31.172;117.669;259.669;3.517;4.125816862;4.917238595;0.152117409;0.920603686;4.1;227;48;95.502;87.17;0.2
394;B394;Product 3;10/09/2019;9;Q3;2019;2019-Q3;Ref_5;1.61;0.16;94.5;1.22;18.4;142.207;0.06;4.307;31.172;117.669;259.669;3.517;4.426284998;5.155662349;0.073907243;0.954852335;4.1;227;51;96.875;88.17;0.18
395;B395;Product 3;12/09/2019;9;Q3;2019;2019-Q3;Ref_5;1.61;0.16;94.5;1.22;18.4;142.207;0.06;4.307;31.172;117.669;259.669;3.517;4.381758691;5.256669394;0.094683238;0.882245199;4.1;227.5;46;98.722;84.33;0.17
396;B396;Product 3;12/09/2019;9;Q3;2019;2019-Q3;Ref_5;1.61;0.16;94.5;1.22;18.4;142.207;0.06;4.307;31.172;117.669;259.669;3.517;4.601711491;5.257090465;0.085737076;0.958962173;4.1;226;50;99.337;85.67;0.19
397;B397;Product 3;12/09/2019;9;Q3;2019;2019-Q3;Ref_5;1.77;0.19;94.3;1.8;40.81;172.401;0.06;4.307;31.172;117.669;259.669;3.517;5.475061224;5.75922449;0.103819516;0.882245199;4.1;226.5;46;99.29;86.5;0.23
398;B398;Product 3;12/09/2019;9;Q3;2019;2019-Q3;Ref_5;1.77;0.19;94.3;1.8;40.81;172.401;0.06;4.307;31.172;117.669;259.669;3.517;5.522394769;5.955128729;0.098710273;0.963277503;4;227;49;99.148;86.67;0.24
390;B390;Product 2;12/09/2019;9;Q3;2019;2019-Q3;Ref_5;1.21;0.17;94.9;1.56;30.91;139.481;0.06;4.307;31.172;117.669;259.669;3.517;3.935565078;4.955142857;0.08274178;1.582073212;3.3;113.5;50;98.58;92.33;0.23
391;B391;Product 2;13/09/2019;9;Q3;2019;2019-Q3;Ref_5;1.77;0.19;94.3;1.8;40.81;172.401;0.06;4.307;31.172;117.669;259.669;3.517;3.764764268;5.660024818;0.079220042;1.719806645;3.3;112.5;56;99.148;92.33;0.28
399;B399;Product 2;13/09/2019;9;Q3;2019;2019-Q3;Ref_5;1.4;0.18;94.7;1.63;41.73;167.095;0.06;4.307;31.172;117.669;259.669;3.517;3.581382505;5.658204169;0.065524228;1.76203404;3.2;112.5;54;99.006;91.17;0.29
400;B400;Product 2;13/09/2019;9;Q3;2019;2019-Q3;Ref_5;1.77;0.19;94.3;1.58;42.33;189.227;0.06;4.307;31.172;117.669;259.669;3.517;3.462457883;4.354052137;0.054983807;1.297300034;3.3;112.5;41;99.432;86;0.2
402;B402;Product 3;14/09/2019;9;Q3;2019;2019-Q3;Ref_5;1.8;0.2;94.3;1.39;24.48;146.959;0.06;4.307;31.172;117.669;259.669;3.517;5.148982913;6.054109032;0.114485096;1.08122985;4;224;55;99.29;85;0.27
403;B403;Product 3;14/09/2019;9;Q3;2019;2019-Q3;Ref_5;1.8;0.2;94.3;1.39;24.48;146.959;0.06;4.307;31.172;117.669;259.669;3.517;5.289398281;5.861645518;0.10699565;0.99732066;4.1;228;52;98.864;90.08;0.29
404;B404;Product 3;14/09/2019;9;Q3;2019;2019-Q3;Ref_5;1.8;0.2;94.3;1.39;24.48;146.959;0.06;4.307;31.172;117.669;259.669;3.517;5.305265306;5.759820335;0.109712788;0.978141416;4.1;226;51;99.1;90.92;0.29
405;B405;Product 3;15/09/2019;9;Q3;2019;2019-Q3;Ref_5;1.8;0.2;94.3;1.39;24.48;146.959;0.06;4.307;31.172;117.669;259.669;3.517;5.14035744;6.4599335;0.102884772;1.199182197;4;225.5;61;97.491;87.5;0.3
406;B406;Product 3;15/09/2019;9;Q3;2019;2019-Q3;Ref_5;1.8;0.2;94.3;1.39;24.48;146.959;0.06;4.307;31.172;117.669;259.669;3.517;5.188133498;6.15315204;0.110091371;1.016499903;4.1;226.5;53;98.011;90.5;0.3
407;B407;Product 3;15/09/2019;9;Q3;2019;2019-Q3;Ref_5;1.8;0.2;94.3;1.39;24.48;146.959;0.06;4.307;31.172;117.669;259.669;3.517;6.026085176;5.955118755;0.107941553;0.99732066;4.1;227.5;52;99.006;87.5;0.29
408;B408;Product 3;16/09/2019;9;Q3;2019;2019-Q3;Ref_5;1.29;0.21;94.8;1.61;37.64;157.004;0.06;4.307;31.172;117.669;259.669;3.517;6.069011171;6.059495242;0.097367213;1.016499903;4.1;225.5;53;97.68;92.5;0.29
409;B409;Product 3;17/09/2019;9;Q3;2019;2019-Q3;Ref_5;1.29;0.21;94.8;1.61;37.64;157.004;0.06;4.307;31.172;117.669;259.669;3.517;6.218009868;5.354851974;0.092505565;0.901424442;4.1;225;47;98.864;90;0.3
410;B410;Product 3;17/09/2019;9;Q3;2019;2019-Q3;Ref_5;1.29;0.21;94.8;1.61;37.64;157.004;0.06;4.307;31.172;117.669;259.669;3.517;6.064715514;5.559353254;0.095761481;0.958962173;4.1;226.5;50;99.1;91.83;0.22
401;B401;Product 2;17/09/2019;9;Q3;2019;2019-Q3;Ref_5;0.77;0.17;95.3;1.35;30.19;153.069;0.06;4.307;31.172;117.669;259.669;3.517;3.903161634;4.454787707;0.079246038;1.645356141;3.3;113;52;99.432;89.17;0.28
414;B414;Product 4;18/09/2019;9;Q3;2019;2019-Q3;Ref_3;1.18;0.32;94.5;3.72;51.09;187.53;0.06;4.307;31.172;117.669;259.669;3.517;4.895844625;9.357482575;0.088249425;1.033529624;5.3;452;86;98.471;89.33;0.05
415;B415;Product 4;19/09/2019;9;Q3;2019;2019-Q3;Ref_3;1.45;0.18;94.2;3.54;41.62;155.35;0.06;4.44;31.061;117.721;261.334;3.517;3.673842697;9.259427644;0.091431066;1.117654128;5.3;446.5;93;99.421;91.5;0.05
416;B416;Product 4;20/09/2019;9;Q3;2019;2019-Q3;Ref_3;1.45;0.18;94.2;3.54;41.62;155.35;0.06;4.44;31.061;117.721;261.334;3.517;3.887235002;9.260585586;0.094213849;1.105636342;5.3;449;92;98.698;87.58;0.05
417;B417;Product 4;21/09/2019;9;Q3;2019;2019-Q3;Ref_3;1.45;0.18;94.2;3.54;41.62;155.35;0.06;4.44;31.061;117.721;261.334;3.517;4.462822165;9.358866545;0.09422633;1.070891851;5.3;451;90;99.277;85.33;0.05
418;B418;Product 2;22/09/2019;9;Q3;2019;2019-Q3;Ref_3;1.8;0.18;93.8;4.28;52.07;188.15;0.06;4.44;31.061;117.721;261.334;3.517;4.427942225;4.729022476;0.508894666;1.78122831;3.3;112.5;58;98.059;92;0.05
419;B419;Product 2;22/09/2019;9;Q3;2019;2019-Q3;Ref_3;1.8;0.18;93.8;4.28;52.07;188.15;0.06;4.44;31.061;117.721;261.334;3.517;4.0921225;4.646565156;0.710251948;1.658384979;3.3;112.5;54;99.053;89.83;0.05
420;B420;Product 2;22/09/2019;9;Q3;2019;2019-Q3;Ref_3;1.8;0.18;93.8;4.28;52.07;188.15;0.06;4.44;31.061;117.721;261.334;3.517;4.546318964;4.053095618;0.066279086;1.719806645;3.3;112;56;99.432;91.33;0.05
421;B421;Product 2;24/09/2019;9;Q3;2019;2019-Q3;Ref_3;1.52;0.18;94.2;4.04;50.09;169.96;0.06;4.44;31.061;117.721;261.334;3.517;4.801636976;3.650168512;0.06394887;1.582073212;3.2;113;50;98.958;92;0.05
422;B422;Product 2;24/09/2019;9;Q3;2019;2019-Q3;Ref_3;1.52;0.18;94.2;4.04;50.09;169.96;0.06;4.44;31.061;117.721;261.334;3.517;4.994069457;3.655921638;0.060163365;1.627674146;3.4;112.5;53;99.053;93.67;0.05
423;B423;Product 2;25/09/2019;9;Q3;2019;2019-Q3;Ref_3;1.52;0.18;94.2;4.04;50.09;169.96;0.06;4.44;31.061;117.721;261.334;3.517;5.077158082;3.85583585;0.060059187;1.771921997;3.2;113;56;98.864;91.17;0.05
424;B424;Product 2;25/09/2019;9;Q3;2019;2019-Q3;Ref_3;1.52;0.18;94.2;4.04;50.09;169.96;0.06;4.44;31.061;117.721;261.334;3.517;5.163756847;3.948612829;0.059240824;1.833622853;3.3;113;57;99.527;92.33;0.05
425;B425;Product 2;25/09/2019;9;Q3;2019;2019-Q3;Ref_3;1.52;0.18;94.2;4.04;50.09;169.96;0.06;4.44;31.061;117.721;261.334;3.94;4.592236632;4.583505155;0.448259702;1.737116387;3.2;112.5;54;98.958;89.17;0.05
426;B426;Product 2;26/09/2019;9;Q3;2019;2019-Q3;Ref_3;1.57;0.18;94.1;4.18;50.8;175.42;0.06;4.44;31.061;117.721;261.334;3.94;4.816565729;4.557855362;0.059824225;1.750517478;3.3;112;57;99.1;87.5;0.05
427;B427;Product 2;27/09/2019;9;Q3;2019;2019-Q3;Ref_3;1.57;0.18;94.1;4.18;50.8;175.42;0.06;4.44;31.061;117.721;261.334;3.94;5.245196235;4.452922366;0.064569576;1.865791675;3.2;114;58;99.574;91.5;0.05
434;B434;Product 1;01/10/2019;10;Q4;2019;2019-Q4;Ref_3;1.57;0.18;94.2;3.46;42.72;153.24;0.06;4.44;31.061;117.721;261.334;3.94;3.56206089;4.763466042;0.050089492;1.328941498;3.3;112;42;98.485;90.67;0.05
435;B435;Product 1;01/10/2019;10;Q4;2019;2019-Q4;Ref_3;1.57;0.18;94.2;3.46;42.72;153.24;0.06;4.44;31.061;117.721;261.334;3.94;3.706470588;4.657764706;0.051522782;1.297300034;3.3;112;41;97.727;87.17;0.05
436;B436;Product 1;01/10/2019;10;Q4;2019;2019-Q4;Ref_3;1.57;0.38;94.2;3.46;42.72;153.24;0.06;4.44;31.061;117.721;261.334;3.94;3.714858491;4.257311321;0.051364726;1.234017105;3.3;112;39;97.727;97.17;0.05
437;B437;Product 1;01/10/2019;10;Q4;2019;2019-Q4;Ref_3;1.57;0.33;94.2;3.46;42.72;153.24;0.06;4.44;31.061;117.721;261.334;3.94;3.727679623;4.053003534;0.050174706;1.202375641;3.3;112.5;38;98.106;89.67;0.05
438;B438;Product 1;02/10/2019;10;Q4;2019;2019-Q4;Ref_3;1.57;0.33;94.2;3.46;42.72;153.24;0.06;4.44;31.061;117.721;261.334;3.94;3.619064327;3.956608187;0.051671859;1.105589986;3.4;112.5;36;98.485;99;0.05
439;B439;Product 1;02/10/2019;10;Q4;2019;2019-Q4;Ref_3;1.57;0.33;94.2;3.46;42.72;153.24;0.06;4.44;31.061;117.721;261.334;3.94;3.662165308;4.355995343;0.055644392;1.26565857;3.3;111.5;40;98.485;93;0.05
440;B440;Product 1;03/10/2019;10;Q4;2019;2019-Q4;Ref_3;1.57;0.39;94.2;3.46;42.72;153.24;0.06;4.44;31.061;117.721;261.334;3.94;3.691755006;4.758657244;0.053628584;1.392224427;3.3;112;44;97.727;91.5;0.05
441;B441;Product 1;04/10/2019;10;Q4;2019;2019-Q4;Ref_3;1.57;0.39;94.2;3.46;42.72;153.24;0.06;4.44;31.061;117.721;261.334;3.94;3.704534884;4.763604651;0.052090474;1.392224427;3.3;112;44;99.242;93.33;0.05
442;B442;Product 1;04/10/2019;10;Q4;2019;2019-Q4;Ref_3;1.57;0.39;94.2;3.46;42.72;153.24;0.06;4.542;32.585;118.459;256.349;3.94;3.57236534;4.76147541;0.052627793;1.423865891;3.3;111.5;45;98.485;90.5;0.05
433;B433;Product 1;04/10/2019;10;Q4;2019;2019-Q4;Ref_3;1.57;0.3;94.2;3.46;42.72;153.24;0.06;4.44;31.061;117.721;261.334;3.94;3.49307049;4.859737157;0.052373591;1.328941498;3.3;111.5;42;96.97;93.17;0.05
443;B443;Product 1;06/10/2019;10;Q4;2019;2019-Q4;Ref_1;1.43;0.06;94.7;2.07;32.76;119.83;0.05;4.542;32.585;118.459;256.349;3.94;4.070075758;5.051515152;0.061153904;1.708639069;3.3;111.5;54;92.424;94.5;0.05
444;B444;Product 1;06/10/2019;10;Q4;2019;2019-Q4;Ref_1;1.43;0.06;94.7;2.07;32.76;119.83;0.05;4.542;32.585;118.459;256.349;3.94;4.010143198;4.955727924;0.057293664;1.740280533;3.3;112.5;55;97.727;98.83;0.05
445;B445;Product 1;07/10/2019;10;Q4;2019;2019-Q4;Ref_1;1.43;0.06;94.7;2.07;32.76;119.83;0.05;4.542;32.585;118.459;256.349;3.94;3.998216409;4.861831153;0.05525676;1.658384979;3.4;112.5;54;98.106;96.83;0.05
446;B446;Product 1;07/10/2019;10;Q4;2019;2019-Q4;Ref_1;1.43;0.06;94.7;2.07;32.76;119.83;0.05;4.542;32.585;118.459;256.349;3.94;3.96646849;4.762901308;0.054799644;1.627674146;3.4;113;53;98.485;100;0.05
447;B447;Product 1;08/10/2019;10;Q4;2019;2019-Q4;Ref_1;1.43;0.06;94.7;2.07;32.76;119.83;0.05;4.542;32.585;118.459;256.349;3.94;3.977524038;4.857091346;0.058027765;1.658384979;3.4;112.5;54;97.348;97.83;0.05
448;B448;Product 1;08/10/2019;10;Q4;2019;2019-Q4;Ref_1;1.43;0.06;94.7;2.07;32.76;119.83;0.05;4.542;32.585;118.459;256.349;3.94;3.950776583;4.856766467;0.054632733;1.740280533;3.3;112;55;97.727;100.83;0.05
449;B449;Product 1;08/10/2019;10;Q4;2019;2019-Q4;Ref_1;1.43;0.06;94.7;2.07;32.76;119.83;0.05;4.542;32.585;118.459;256.349;3.94;3.936948749;4.949702026;0.06000622;1.835204926;3.3;111.5;58;98.106;100.33;0.05
450;B450;Product 1;08/10/2019;10;Q4;2019;2019-Q4;Ref_1;1.43;0.06;94.7;2.07;32.76;119.83;0.05;4.542;32.585;118.459;256.349;3.94;3.887681159;4.656400966;0.055376854;1.719806645;3.4;112.5;56;97.348;102.67;0.05
451;B451;Product 1;09/10/2019;10;Q4;2019;2019-Q4;Ref_1;1.43;0.06;94.7;2.07;32.76;119.83;0.05;4.542;32.585;118.459;256.349;3.94;3.847556615;4.659237187;0.052456503;1.740280533;3.3;112.5;55;97.727;100.83;0.05
